gender,city,state,job,category,amt,dia,mes,ano,hora,minuto,is_fraud
M,York,PA,Radio broadcast assistant,grocery_net,55.11,26,4,2023,7,32,0.0
F,Stafford,VA,Careers information officer,gas_transport,49.22,1,4,2023,1,57,0.0
M,Rochester,NY,Soil scientist,personal_care,77.66,10,1,2024,21,38,0.0
F,San Marcos,CA,Occupational psychologist,grocery_pos,76.92,20,5,2023,11,5,0.0
F,Sayville,NY,Private music teacher,shopping_net,112.79,18,7,2023,19,42,0.0
M,Hialeah,FL,Publishing rights manager,grocery_pos,2.65,14,5,2023,3,32,0.0
M,Fayetteville,AR,"Scientist, marine",gas_transport,89.95,8,4,2023,6,37,0.0
F,Fort Worth,TX,"Social research officer, government",home,27.89,10,12,2023,13,11,0.0
F,Calhan,CO,Sports development officer,grocery_pos,2.04,4,5,2023,1,27,0.0
M,New York City,NY,Chartered legal executive (England and Wales),shopping_pos,34.2,7,9,2023,21,58,0.0
M,Greensboro,NC,Higher education careers adviser,food_dining,47.82,25,10,2023,21,45,0.0
M,Santa Ana,CA,"Designer, textile",health_fitness,104.85,28,10,2023,23,51,0.0
F,Fort Worth,TX,"Social research officer, government",misc_net,6.51,2,6,2023,6,54,0.0
M,Louisville,KY,Adult nurse,food_dining,46.01,20,10,2023,18,9,0.0
F,Burbank,CA,Event organiser,grocery_pos,205.57,22,4,2023,11,27,0.0
F,Boise,ID,Banker,shopping_pos,82.96,16,8,2023,11,58,0.0
F,Nashville,TN,"Buyer, retail",kids_pets,103.49,31,12,2023,14,52,0.0
F,Miami,FL,Plant breeder/geneticist,shopping_pos,375.93,9,9,2023,19,41,0.0
M,Atlanta,GA,Maintenance engineer,misc_pos,71.53,14,7,2023,14,7,0.0
F,Celina,OH,Audiological scientist,kids_pets,30.19,11,1,2024,18,32,0.0
F,Dansville,NY,Patent attorney,food_dining,101.15,29,9,2023,6,56,0.0
M,Canton,GA,Barista,grocery_pos,77.67,11,5,2023,3,50,0.0
F,District Heights,MD,Midwife,misc_pos,19.21,24,6,2023,18,53,0.0
M,Newcastle,OK,IT consultant,kids_pets,4.67,5,1,2024,18,11,0.0
F,Boise,ID,Banker,gas_transport,61.88,16,3,2023,9,5,0.0
M,New York City,NY,Chartered legal executive (England and Wales),health_fitness,2.08,20,11,2023,12,15,0.0
F,Sayville,NY,Private music teacher,health_fitness,31.59,26,11,2023,17,48,0.0
M,Shreveport,LA,"Therapist, horticultural",grocery_pos,8.62,4,5,2023,4,35,0.0
F,Fort Worth,TX,"Social research officer, government",grocery_net,49.34,7,4,2023,2,55,0.0
F,Salt Lake City,UT,"Librarian, public",food_dining,2.73,1,10,2023,3,3,0.0
M,Union City,IN,Agricultural engineer,home,76.21,22,11,2023,15,35,0.0
F,Sayville,NY,Private music teacher,misc_pos,75.65,16,6,2023,7,48,0.0
M,College Station,TX,"Chemist, analytical",misc_pos,6.93,14,6,2023,2,9,0.0
M,Cleveland,OH,Clothing/textile technologist,shopping_net,12.9,28,7,2023,15,50,0.0
F,Seabrook,TX,Broadcast journalist,travel,4.95,8,3,2024,15,36,0.0
M,Denver,CO,Careers adviser,kids_pets,146.05,20,1,2024,17,15,0.0
M,Newhall,CA,"Scientist, research (physical sciences)",shopping_pos,6.08,16,8,2023,12,20,0.0
F,Hawthorne,FL,Games developer,grocery_pos,39.08,20,5,2023,7,14,0.0
F,Danville,VA,Academic librarian,home,44.47,13,12,2023,18,2,0.0
M,Rio Rancho,NM,Clothing/textile technologist,shopping_pos,21.86,14,9,2023,21,30,0.0
M,Rio Rancho,NM,Clothing/textile technologist,gas_transport,59.14,7,4,2023,5,15,0.0
M,Rochester,NY,Soil scientist,food_dining,78.53,19,10,2023,20,30,0.0
F,Tualatin,OR,Occupational therapist,grocery_pos,89.16,30,5,2023,14,27,0.0
F,Seabrook,TX,Broadcast journalist,grocery_pos,28.38,27,5,2023,0,25,0.0
F,Salt Lake City,UT,"Librarian, public",misc_net,191.06,5,6,2023,5,20,0.0
M,Chickasha,OK,Airline pilot,shopping_net,32.69,7,7,2023,9,15,0.0
M,Oakland,CA,"Engineer, communications",shopping_pos,8.43,28,8,2023,18,3,0.0
F,District Heights,MD,Midwife,personal_care,12.86,15,2,2024,18,2,0.0
M,Shelton,CT,"Surveyor, building control",grocery_net,57.54,23,4,2023,10,15,0.0
M,Spring City,TN,"Designer, multimedia",shopping_pos,5.97,25,8,2023,18,14,0.0
F,Hawthorne,FL,Games developer,grocery_pos,217.22,23,4,2023,1,7,0.0
M,Charlottesville,VA,"Therapist, speech and language",misc_net,96.79,10,6,2023,1,54,0.0
F,Nashville,TN,"Buyer, retail",grocery_pos,131.34,4,5,2023,9,59,0.0
F,Dansville,NY,Patent attorney,food_dining,2.1,28,9,2023,10,1,0.0
M,Portage,MI,Research scientist (maths),shopping_net,57.04,19,7,2023,11,22,0.0
F,New York City,NY,Accounting technician,shopping_pos,16.5,24,8,2023,14,0,0.0
M,Burlington,WA,Fish farm manager,misc_pos,63.22,8,7,2023,21,33,0.0
M,Indianapolis,IN,Product manager,entertainment,5.93,19,9,2023,18,20,0.0
F,Walnut Grove,MN,"Surveyor, insurance",misc_pos,59.86,20,7,2023,16,1,0.0
F,Bronx,NY,Fisheries officer,kids_pets,151.07,23,12,2023,15,14,0.0
M,Spring City,TN,"Designer, multimedia",misc_net,18.42,4,6,2023,18,34,0.0
F,Hawthorne,FL,Games developer,grocery_pos,3.92,21,5,2023,5,57,0.0
F,Champaign,IL,Publishing copy,health_fitness,226.26,24,11,2023,20,42,0.0
M,Houston,TX,Health and safety inspector,shopping_pos,1.95,17,8,2023,20,27,0.0
M,Hot Springs National Park,AR,Video editor,shopping_net,21.49,4,8,2023,15,53,0.0
F,Broomfield,CO,Television production assistant,travel,31.84,24,2,2024,15,42,0.0
M,Rio Rancho,NM,Clothing/textile technologist,shopping_net,91.27,4,8,2023,22,8,0.0
M,Panama City,FL,Scientific laboratory technician,gas_transport,60.15,13,3,2023,8,32,0.0
F,Sayville,NY,Private music teacher,misc_pos,9.71,29,6,2023,2,34,0.0
M,Levelland,TX,Firefighter,home,2.71,23,12,2023,20,38,0.0
M,Hialeah,FL,Publishing rights manager,grocery_net,66.84,26,4,2023,2,55,0.0
M,Dadeville,AL,Ranger/warden,kids_pets,148.02,31,12,2023,19,13,0.0
M,Brockton,MA,Hydrogeologist,shopping_pos,21.61,19,8,2023,18,18,0.0
F,Columbia,MD,Statistician,shopping_net,61.1,6,8,2023,19,16,0.0
F,Boise,ID,Banker,gas_transport,97.54,7,4,2023,8,7,0.0
M,Allison Park,PA,Software engineer,gas_transport,61.99,9,3,2023,7,5,0.0
F,New York City,NY,Accounting technician,personal_care,27.35,19,1,2024,15,33,0.0
M,Dadeville,AL,Ranger/warden,shopping_pos,8.01,3,9,2023,19,44,0.0
M,Newcastle,OK,IT consultant,grocery_net,66.54,26,4,2023,0,35,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",kids_pets,253.68,13,1,2024,15,52,0.0
F,Carson City,NV,Health and safety inspector,food_dining,65.51,25,10,2023,17,2,0.0
F,Jacksonville,FL,"Social research officer, government",shopping_pos,51.41,27,8,2023,19,38,0.0
M,Denver,CO,Careers adviser,shopping_pos,976.11,9,9,2023,15,38,0.0
M,Newbury,OH,Podiatrist,misc_pos,135.67,29,6,2023,9,39,0.0
M,Buffalo,NY,"Secretary, company",personal_care,47.34,10,2,2024,18,17,0.0
F,Walnut Grove,MN,"Surveyor, insurance",entertainment,4.33,30,9,2023,16,41,0.0
F,Palm Coast,FL,Learning disability nurse,health_fitness,747.29,28,11,2023,14,28,0.0
M,Hialeah,FL,Publishing rights manager,kids_pets,3.28,7,1,2024,15,15,0.0
F,Boise,ID,Banker,entertainment,110.77,1,9,2023,11,56,0.0
F,Broomfield,CO,Television production assistant,health_fitness,42.33,16,11,2023,20,10,0.0
F,Sandyville,WV,Retail buyer,shopping_net,28.98,6,8,2023,0,38,0.0
M,Marlborough,MA,Retail buyer,personal_care,94.13,1,2,2024,16,58,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",misc_pos,6.27,21,7,2023,21,31,0.0
M,Portland,OR,Merchant navy officer,misc_net,35.98,17,6,2023,10,28,0.0
M,Shreveport,LA,"Therapist, horticultural",misc_pos,460.99,24,6,2023,5,55,0.0
F,Schenectady,NY,Professor Emeritus,kids_pets,21.34,23,12,2023,15,5,0.0
F,Tualatin,OR,Occupational therapist,entertainment,31.5,13,10,2023,12,3,0.0
M,Newbury,OH,Podiatrist,shopping_net,8.56,11,7,2023,5,38,0.0
M,Biloxi,MS,Horticultural therapist,misc_net,67.05,15,6,2023,9,48,0.0
M,Davidson,NC,"Engineer, civil (contracting)",food_dining,216.72,24,10,2023,12,0,0.0
F,Salt Lake City,UT,"Librarian, public",misc_net,9.08,11,6,2023,11,52,0.0
M,Peoria,IL,"Accountant, chartered",gas_transport,75.9,10,4,2023,1,54,0.0
M,Holt,MI,Counsellor,kids_pets,4.18,26,1,2024,16,35,0.0
F,Ormond Beach,FL,Speech and language therapist,gas_transport,10.07,11,3,2023,0,28,0.0
M,Indianapolis,IN,Product manager,shopping_pos,75.7,10,9,2023,19,41,0.0
F,Miami,FL,Plant breeder/geneticist,shopping_pos,5.29,5,9,2023,14,31,0.0
F,Flint,MI,Site engineer,grocery_net,83.71,21,4,2023,8,1,0.0
M,Portland,OR,Merchant navy officer,kids_pets,8.19,15,1,2024,23,9,0.0
M,Cutler,CA,Secondary school teacher,entertainment,8.54,31,8,2023,1,35,0.0
F,Palm Coast,FL,Learning disability nurse,home,5.81,13,12,2023,23,41,0.0
M,Charlottesville,VA,"Therapist, speech and language",travel,96.71,20,2,2024,13,17,0.0
M,New York City,NY,Chartered legal executive (England and Wales),misc_net,8.36,30,6,2023,23,3,0.0
F,Saint Louis,MO,Press sub,shopping_net,47.99,15,7,2023,3,55,0.0
M,Indianapolis,IN,Product manager,grocery_net,75.43,18,4,2023,4,16,0.0
F,New York City,NY,Accounting technician,personal_care,4.19,23,2,2024,16,14,0.0
F,Sandyville,WV,Retail buyer,kids_pets,22.74,24,12,2023,22,51,0.0
M,Murrieta,CA,Counselling psychologist,misc_pos,85.27,16,7,2023,12,19,0.0
F,Nashville,TN,"Buyer, retail",gas_transport,19.68,12,4,2023,8,8,0.0
M,Ashland,OR,Field seismologist,health_fitness,7.91,3,12,2023,12,13,0.0
M,Newbury,OH,Podiatrist,misc_net,152.49,8,6,2023,3,22,0.0
M,Portland,OR,Merchant navy officer,misc_pos,135.38,15,7,2023,16,54,0.0
F,King Of Prussia,PA,"Teacher, adult education",grocery_pos,174.49,26,4,2023,3,13,0.0
F,Mahaffey,PA,Chartered accountant,shopping_net,130.29,3,8,2023,9,55,0.0
M,Mesa,AZ,Associate Professor,grocery_pos,108.73,22,5,2023,6,7,0.0
F,New York City,NY,Accounting technician,shopping_net,56.54,14,7,2023,17,42,0.0
F,Midland,NC,Television floor manager,shopping_pos,2.24,2,8,2023,8,19,0.0
M,Indianapolis,IN,Product manager,grocery_net,67.59,6,5,2023,1,58,0.0
M,Spring City,TN,"Designer, multimedia",gas_transport,51.77,3,4,2023,5,29,0.0
F,New York City,NY,Accounting technician,home,44.5,11,12,2023,23,15,0.0
F,Burbank,CA,Event organiser,travel,24.95,29,2,2024,20,43,0.0
M,Shelton,CT,"Surveyor, building control",entertainment,71.23,19,9,2023,20,11,0.0
M,Fayetteville,AR,"Scientist, marine",grocery_pos,53.12,29,5,2023,3,10,0.0
M,Fayetteville,AR,"Scientist, marine",home,53.57,10,12,2023,23,35,0.0
M,Seattle,WA,"Therapist, sports",home,9.8,13,12,2023,19,36,0.0
F,Flint,MI,Site engineer,food_dining,173.34,26,9,2023,8,39,0.0
F,Calhan,CO,Sports development officer,food_dining,17.45,18,10,2023,16,50,0.0
M,Fond Du Lac,WI,Acupuncturist,entertainment,8.61,27,8,2023,8,57,0.0
M,Burlington,WA,Fish farm manager,kids_pets,6.84,29,12,2023,14,20,0.0
F,Sayville,NY,Private music teacher,kids_pets,73.84,14,1,2024,12,55,0.0
F,El Paso,TX,"Programmer, multimedia",misc_pos,8.45,3,7,2023,17,7,0.0
F,District Heights,MD,Midwife,food_dining,103.58,18,11,2023,14,11,0.0
M,Canton,GA,Barista,health_fitness,76.72,1,12,2023,14,45,0.0
M,Fond Du Lac,WI,Acupuncturist,kids_pets,23.27,30,12,2023,20,54,0.0
M,College Station,TX,"Chemist, analytical",shopping_net,88.59,17,7,2023,3,56,0.0
F,Fort Worth,TX,"Social research officer, government",gas_transport,1.78,18,3,2023,0,10,0.0
M,Lancaster,CA,Water quality scientist,gas_transport,34.71,25,3,2023,1,50,0.0
M,Lancaster,CA,Water quality scientist,health_fitness,11.02,3,12,2023,15,30,0.0
F,Flint,MI,Site engineer,kids_pets,174.24,30,12,2023,16,31,0.0
M,Newcastle,OK,IT consultant,grocery_pos,58.22,24,5,2023,10,39,0.0
M,Marlborough,MA,Retail buyer,kids_pets,65.22,31,12,2023,21,51,0.0
M,Lancaster,CA,Water quality scientist,entertainment,1.97,12,10,2023,12,40,0.0
F,Tiffin,OH,Architect,entertainment,72.86,28,8,2023,0,2,0.0
M,Newhall,CA,"Scientist, research (physical sciences)",grocery_pos,64.77,15,6,2023,1,40,0.0
M,Seattle,WA,Immigration officer,grocery_pos,63.62,5,6,2023,2,28,0.0
F,Sherrard,IL,Medical secretary,kids_pets,6.15,6,1,2024,18,39,0.0
F,District Heights,MD,Midwife,shopping_net,28.73,21,7,2023,12,24,0.0
F,Muscatine,IA,Systems developer,home,24.95,3,12,2023,21,18,0.0
F,Denver,CO,Clinical embryologist,kids_pets,13.71,11,1,2024,13,57,0.0
F,Riverside,IL,IT sales professional,food_dining,272.22,20,10,2023,14,10,0.0
F,Sayville,NY,Private music teacher,gas_transport,2.56,12,3,2023,7,57,0.0
M,Chicago,IL,"Social research officer, government",entertainment,8.52,8,9,2023,0,27,0.0
F,Buckeye,AZ,"Engineer, aeronautical",grocery_net,78.36,12,4,2023,11,15,0.0
M,Biloxi,MS,Horticultural therapist,kids_pets,75.33,25,1,2024,23,23,0.0
F,Miami,FL,Plant breeder/geneticist,shopping_net,2.39,2,7,2023,21,0,0.0
M,Hot Springs National Park,AR,Video editor,home,28.56,10,12,2023,22,24,0.0
F,Georgetown,KY,Phytotherapist,travel,8.87,24,2,2024,23,4,0.0
M,Newbury,OH,Podiatrist,kids_pets,4.59,31,12,2023,21,19,0.0
F,Tiffin,OH,Architect,shopping_pos,55.27,31,7,2023,8,51,0.0
F,Mahaffey,PA,Chartered accountant,gas_transport,136.77,26,3,2023,8,55,0.0
F,Schenectady,NY,Professor Emeritus,kids_pets,9.77,31,12,2023,15,59,0.0
F,Sayville,NY,Private music teacher,shopping_net,170.5,31,7,2023,16,16,0.0
F,Buckeye,AZ,"Engineer, aeronautical",health_fitness,133.57,5,11,2023,16,56,0.0
M,Fayetteville,AR,"Scientist, marine",shopping_pos,5.72,2,9,2023,17,37,0.0
F,New York City,NY,Accounting technician,home,89.52,8,12,2023,13,49,0.0
M,Portage,MI,Research scientist (maths),kids_pets,50.82,15,12,2023,12,0,0.0
M,Edinburgh,IN,"Scientist, product/process development",misc_pos,59.45,29,6,2023,1,10,0.0
F,Danville,VA,Academic librarian,home,12.85,4,12,2023,12,44,0.0
F,Seabrook,TX,Broadcast journalist,health_fitness,3.2,5,12,2023,21,28,0.0
M,Perkins,OK,Regulatory affairs officer,shopping_pos,46.25,20,8,2023,17,34,0.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,travel,9.05,6,3,2024,18,46,0.0
M,Holt,MI,Counsellor,shopping_net,27.32,4,8,2023,22,56,0.0
M,Houston,TX,Health and safety inspector,health_fitness,8.58,25,11,2023,20,44,0.0
F,Keithville,LA,General practice doctor,entertainment,18.69,7,9,2023,3,49,0.0
M,Fayetteville,AR,"Scientist, marine",grocery_net,53.32,19,4,2023,6,28,0.0
F,King Of Prussia,PA,"Teacher, adult education",travel,33.2,4,3,2024,14,16,0.0
M,Hot Springs National Park,AR,Video editor,grocery_pos,39.23,19,5,2023,3,48,0.0
M,Saint Clair Shores,MI,Surgeon,food_dining,74.71,12,11,2023,17,13,0.0
M,Seattle,WA,Immigration officer,personal_care,6.57,5,2,2024,23,36,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,home,4.18,18,12,2023,19,54,0.0
F,Celina,OH,Audiological scientist,shopping_pos,404.81,25,8,2023,17,27,0.0
F,Sayville,NY,Private music teacher,kids_pets,183.68,24,12,2023,12,23,0.0
F,Dansville,NY,Patent attorney,entertainment,84.74,16,9,2023,7,8,0.0
F,Palm Coast,FL,Learning disability nurse,home,48.65,6,12,2023,18,23,0.0
F,Carson City,NV,Health and safety inspector,grocery_net,52.51,19,4,2023,3,9,0.0
F,Fort Worth,TX,"Social research officer, government",misc_net,55.97,4,6,2023,10,38,0.0
M,Greensboro,NC,Higher education careers adviser,travel,6.28,24,2,2024,17,34,0.0
M,Hialeah,FL,Publishing rights manager,health_fitness,7.24,26,11,2023,14,40,0.0
F,Greendale,WI,Tax inspector,grocery_net,1.14,24,3,2023,10,9,0.0
F,Burbank,CA,Event organiser,shopping_pos,61.25,12,8,2023,23,1,0.0
M,New York City,NY,Chartered legal executive (England and Wales),grocery_pos,2.81,14,5,2023,6,46,0.0
F,New York City,NY,Accounting technician,grocery_pos,63.38,21,4,2023,6,52,0.0
M,Belle Vernon,PA,Solicitor,home,81.36,30,11,2023,22,27,0.0
F,Walnut Grove,MN,"Surveyor, insurance",shopping_pos,3.97,21,9,2023,15,0,0.0
M,Fayetteville,AR,"Scientist, marine",kids_pets,36.73,31,12,2023,16,21,0.0
F,Stafford,VA,Careers information officer,grocery_pos,269.89,30,5,2023,20,4,0.0
M,Davidson,NC,"Engineer, civil (contracting)",shopping_pos,5.42,11,8,2023,1,36,0.0
M,Hialeah,FL,Publishing rights manager,health_fitness,126.23,27,11,2023,19,42,0.0
F,Miami,FL,Plant breeder/geneticist,shopping_pos,2.27,17,8,2023,19,5,0.0
F,Stafford,VA,Careers information officer,grocery_pos,93.33,24,5,2023,10,10,0.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,shopping_net,68.48,13,7,2023,11,53,0.0
M,Portland,OR,Merchant navy officer,kids_pets,88.22,31,12,2023,17,36,0.0
M,Peoria,IL,"Accountant, chartered",entertainment,2.22,8,10,2023,13,35,0.0
F,Miami,FL,"Copywriter, advertising",entertainment,15.96,15,9,2023,14,29,0.0
M,Ellicott City,MD,"Civil engineer, contracting",kids_pets,33.15,30,12,2023,22,22,0.0
M,Newcastle,OK,IT consultant,gas_transport,53.31,9,4,2023,7,7,0.0
F,Stafford,VA,Careers information officer,health_fitness,102.36,28,11,2023,21,4,0.0
F,Greendale,WI,Tax inspector,shopping_pos,1357.75,31,8,2023,16,39,0.0
M,Spring City,TN,"Designer, multimedia",shopping_pos,1.22,15,9,2023,23,7,0.0
M,Alexandria,VA,Dentist,grocery_pos,52.46,13,5,2023,10,2,0.0
F,Anchorage,AK,"Engineer, broadcasting (operations)",shopping_pos,99.86,6,8,2023,23,51,0.0
M,Leesburg,GA,Dancer,personal_care,57.6,16,1,2024,19,13,0.0
M,Brockton,MA,Hydrogeologist,home,5.48,17,12,2023,18,19,0.0
F,Chula Vista,CA,Call centre manager,personal_care,32.26,28,1,2024,19,9,0.0
M,Perkins,OK,Regulatory affairs officer,shopping_net,36.32,30,7,2023,22,32,0.0
F,El Paso,TX,"Programmer, multimedia",home,69.2,13,12,2023,19,51,0.0
F,Nashville,TN,"Buyer, retail",kids_pets,22.14,21,12,2023,14,11,0.0
F,Sayville,NY,Private music teacher,home,38.39,6,12,2023,12,23,0.0
F,Gallatin,TN,"Accountant, chartered certified",personal_care,17.15,20,1,2024,15,36,0.0
M,Hot Springs National Park,AR,Video editor,grocery_net,93.88,26,4,2023,9,14,0.0
M,Ashland,OR,Field seismologist,grocery_pos,55.75,14,6,2023,1,50,0.0
F,Saint Louis,MO,Lawyer,personal_care,35.77,12,1,2024,16,38,0.0
F,Moss Landing,CA,Analytical chemist,shopping_net,69.85,14,8,2023,12,43,0.0
M,Perkins,OK,Regulatory affairs officer,grocery_pos,34.64,12,5,2023,10,30,0.0
F,Denver,CO,Clinical embryologist,grocery_net,40.98,14,5,2023,8,23,0.0
F,Calhan,CO,Sports development officer,travel,4.71,24,2,2024,12,56,0.0
M,Indianapolis,IN,Product manager,health_fitness,11.18,3,12,2023,18,45,0.0
M,Burlington,WA,Fish farm manager,shopping_net,2.74,28,7,2023,13,31,0.0
F,Patchogue,NY,Systems analyst,food_dining,97.7,6,10,2023,5,44,0.0
M,York,PA,Radio broadcast assistant,grocery_pos,77.84,4,6,2023,9,14,0.0
F,Danville,VA,Academic librarian,personal_care,47.62,7,2,2024,12,29,0.0
F,Sherrard,IL,Medical secretary,misc_pos,67.85,29,6,2023,23,2,0.0
F,Gallatin,TN,"Accountant, chartered certified",grocery_pos,332.31,18,5,2023,8,12,0.0
M,Dadeville,AL,Ranger/warden,home,2.55,18,12,2023,12,45,0.0
M,Harvard,IL,Astronomer,misc_pos,125.59,16,6,2023,0,26,0.0
F,Seattle,WA,Interior and spatial designer,entertainment,3.81,16,9,2023,18,15,0.0
M,Newcastle,OK,IT consultant,grocery_pos,74.77,12,5,2023,0,29,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,grocery_pos,51.1,9,6,2023,8,37,0.0
M,Yarmouth Port,MA,Electronics engineer,gas_transport,2.27,16,3,2023,4,11,0.0
M,Oakland,CA,"Engineer, communications",gas_transport,55.35,10,3,2023,9,39,0.0
M,Milwaukee,WI,Chiropodist,grocery_pos,33.78,21,5,2023,9,18,0.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",shopping_pos,109.05,13,8,2023,20,32,0.0
M,Burlington,WA,Fish farm manager,personal_care,756.62,18,2,2024,19,51,0.0
F,Rochester,NY,Management consultant,home,56.66,6,12,2023,19,4,0.0
F,Roanoke,TX,Product manager,gas_transport,4.52,4,4,2023,0,48,0.0
M,Milford,MI,Sports coach,kids_pets,8.58,31,12,2023,19,34,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",personal_care,14.36,4,2,2024,19,49,0.0
F,New York City,NY,Accounting technician,kids_pets,3.43,5,1,2024,17,39,0.0
F,Celina,OH,Audiological scientist,home,64.18,10,12,2023,19,10,0.0
F,New York City,NY,Accounting technician,travel,7.79,29,2,2024,15,29,0.0
M,Hialeah,FL,Publishing rights manager,grocery_pos,48.39,20,5,2023,4,17,0.0
F,Mahaffey,PA,Chartered accountant,personal_care,73.92,20,1,2024,12,43,0.0
M,Dadeville,AL,Ranger/warden,misc_pos,9.09,15,7,2023,23,34,0.0
F,Columbia,MD,Statistician,gas_transport,69.37,23,4,2023,1,16,0.0
F,Champaign,IL,Publishing copy,gas_transport,55.68,10,3,2023,2,40,0.0
F,Tualatin,OR,Occupational therapist,food_dining,6.21,10,11,2023,16,57,0.0
M,New York City,NY,Chartered legal executive (England and Wales),grocery_net,106.35,3,5,2023,8,7,0.0
F,Chula Vista,CA,Call centre manager,grocery_pos,171.53,27,4,2023,10,44,0.0
M,Levelland,TX,Firefighter,health_fitness,683.32,30,11,2023,12,40,0.0
M,Canton,GA,Barista,misc_pos,7.38,12,7,2023,19,3,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",home,3.18,15,12,2023,22,23,0.0
M,Brockton,MA,Hydrogeologist,grocery_net,74.18,21,4,2023,11,8,0.0
M,Greensboro,NC,Higher education careers adviser,home,27.71,24,12,2023,16,14,0.0
M,Riverside,CA,Architectural technologist,health_fitness,16.77,14,11,2023,22,37,0.0
M,Rochester,NY,Soil scientist,gas_transport,105.38,9,4,2023,6,33,0.0
F,Saint Paul,MN,Seismic interpreter,grocery_pos,125.58,9,5,2023,4,4,0.0
M,Grosse Pointe,MI,"Conservator, furniture",grocery_pos,88.21,23,5,2023,4,50,0.0
F,Jackson,LA,Recycling officer,misc_pos,193.13,23,6,2023,13,30,0.0
F,Danville,VA,Academic librarian,kids_pets,44.28,24,12,2023,18,39,0.0
M,New York City,NY,Chartered legal executive (England and Wales),kids_pets,8.34,27,12,2023,19,42,0.0
F,Greendale,WI,Tax inspector,home,41.86,2,12,2023,23,36,0.0
M,York,PA,Radio broadcast assistant,kids_pets,12.95,22,1,2024,18,10,0.0
M,Newhall,CA,"Scientist, research (physical sciences)",health_fitness,8.96,6,12,2023,18,6,0.0
F,Bronx,NY,Fisheries officer,shopping_pos,51.76,16,8,2023,7,58,0.0
F,Celina,OH,Audiological scientist,shopping_net,1.79,9,7,2023,19,19,0.0
M,New York City,NY,Chartered legal executive (England and Wales),food_dining,5.35,19,10,2023,17,2,0.0
M,Lancaster,CA,Water quality scientist,grocery_pos,51.84,10,6,2023,6,34,0.0
M,Newcastle,OK,IT consultant,entertainment,2.49,20,9,2023,23,25,0.0
M,Rio Rancho,NM,Clothing/textile technologist,grocery_net,74.46,29,4,2023,4,57,0.0
F,Ormond Beach,FL,Speech and language therapist,shopping_pos,90.31,4,8,2023,11,4,0.0
M,Marlborough,MA,Retail buyer,food_dining,62.2,14,10,2023,1,28,0.0
F,Boston,MA,"Engineer, manufacturing systems",home,9.55,7,12,2023,16,52,0.0
F,Miami,FL,Early years teacher,kids_pets,9.19,24,12,2023,12,31,0.0
M,Moreno Valley,CA,Paediatric nurse,home,31.98,14,12,2023,23,29,0.0
F,Denver,CO,Clinical embryologist,gas_transport,74.18,19,3,2023,9,26,0.0
M,El Segundo,CA,"Therapist, speech and language",food_dining,8.8,22,10,2023,13,58,0.0
F,Georgetown,KY,Phytotherapist,personal_care,104.93,3,2,2024,13,59,0.0
M,Biloxi,MS,Horticultural therapist,food_dining,58.29,21,10,2023,19,2,0.0
F,Seattle,WA,Interior and spatial designer,shopping_pos,43.32,26,8,2023,23,46,0.0
F,Egg Harbor Township,NJ,Biomedical engineer,personal_care,6.47,4,2,2024,23,58,0.0
F,Northampton,PA,Clothing/textile technologist,kids_pets,245.19,27,12,2023,21,59,0.0
F,Berlin Heights,OH,"Production assistant, television",shopping_net,89.15,14,7,2023,19,40,0.0
M,Fisher,IL,Art therapist,home,74.03,9,12,2023,19,23,0.0
M,Newbury,OH,Podiatrist,gas_transport,30.04,11,3,2023,5,39,0.0
F,Circle Pines,MN,"Programmer, systems",shopping_net,7.33,6,7,2023,0,32,0.0
F,Greendale,WI,Tax inspector,shopping_pos,5.42,19,8,2023,14,17,0.0
M,Holt,MI,Counsellor,shopping_net,11.63,28,7,2023,14,34,0.0
F,Danville,VA,Academic librarian,food_dining,15.21,22,10,2023,12,15,0.0
M,Levelland,TX,Firefighter,travel,54.04,5,3,2024,19,21,0.0
M,Burlington,WA,Fish farm manager,health_fitness,9.64,2,12,2023,23,40,0.0
F,Calhan,CO,Sports development officer,kids_pets,69.04,23,12,2023,18,45,0.0
F,Fort Worth,TX,"Social research officer, government",shopping_pos,50.2,5,8,2023,15,4,0.0
F,Seattle,WA,Interior and spatial designer,kids_pets,3.18,21,12,2023,14,14,0.0
M,Fond Du Lac,WI,Acupuncturist,home,72.04,8,12,2023,18,41,0.0
F,Jackson,LA,Recycling officer,kids_pets,11.21,24,12,2023,23,22,0.0
F,Tualatin,OR,Occupational therapist,shopping_pos,201.06,2,9,2023,15,48,0.0
M,Marlborough,MA,Retail buyer,grocery_net,101.38,17,4,2023,0,19,0.0
F,Tiffin,OH,Architect,home,285.84,19,11,2023,19,21,0.0
M,Fayetteville,AR,"Scientist, marine",food_dining,4.04,31,10,2023,15,54,0.0
M,Portage,MI,Research scientist (maths),gas_transport,8.72,30,3,2023,10,31,0.0
F,Tiffin,OH,Architect,grocery_pos,7.74,3,5,2023,2,49,0.0
